AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
114,1,0,0.0,1,189.8,101,45.0,7.39,10.6
77,1,0,0.0,1,67.7,68,29.0,9.79,12.0
66,1,0,0.0,2,256.3,135,59.0,9.01,6.2
53,1,0,0.0,2,184.8,98,50.0,10.82,18.4
66,1,1,3.27,1,106.7,76,68.7,10.49,12.1
104,1,1,3.0,1,189.1,112,78.0,8.91,11.1
75,0,0,0.29,1,153.2,78,46.9,10.54,7.8
201,1,0,0.24,1,212.7,72,58.4,11.26,7.0
100,1,0,0.0,4,113.3,96,37.0,9.9,11.7
149,1,1,2.94,1,206.7,79,79.4,8.73,10.9
113,1,0,0.0,2,156.0,141,49.0,12.84,11.9
78,1,0,0.0,2,152.9,81,48.0,12.83,5.3
127,0,0,0.0,4,143.2,60,40.0,8.98,6.2
160,1,0,0.0,1,234.9,136,63.0,13.54,13.9
79,1,0,0.0,2,213.6,110,57.0,11.75,8.8
78,1,0,0.0,1,231.0,115,59.0,11.52,9.5
108,1,1,4.19,0,215.9,106,95.9,10.03,15.5
95,1,0,0.0,2,203.4,96,49.0,8.43,13.7
59,1,0,0.42,1,150.2,70,46.2,9.29,12.1
64,1,0,0.29,1,162.6,83,43.9,7.62,14.2
138,0,0,0.0,4,46.5,104,24.0,9.3,9.6
122,1,1,2.27,3,195.4,83,79.7,13.41,8.4
157,1,0,0.0,2,185.1,92,50.0,10.65,8.5
67,1,1,3.48,2,186.2,117,91.8,14.34,12.9
150,1,0,0.0,4,189.3,77,51.0,11.05,9.2
147,0,1,2.19,3,219.9,118,77.9,10.43,8.1
127,1,0,0.0,1,146.7,91,43.0,10.18,13.7
32,1,0,0.0,2,164.8,98,48.0,11.5,14.8
58,1,0,0.0,4,174.4,112,53.0,13.29,0.0
71,1,0,0.0,1,207.0,112,50.0,8.69,12.1
88,1,0,0.0,2,65.4,97,26.0,8.41,13.8
69,1,0,0.0,0,196.1,87,54.0,11.84,11.9
105,1,0,0.0,2,273.8,97,72.0,14.49,5.8
108,1,0,0.0,2,73.8,105,25.0,7.17,10.9
78,1,0,0.0,0,163.6,88,52.0,14.17,8.6
75,1,0,0.0,3,224.7,116,55.0,9.6,11.3
161,0,0,0.0,1,194.2,106,55.0,12.47,12.9
43,1,0,0.0,1,168.4,125,50.0,12.19,11.1
85,1,0,0.0,1,210.3,66,53.0,9.79,11.2
128,1,1,3.78,1,171.2,88,79.8,7.29,14.0
95,1,0,0.44,3,156.6,88,52.4,12.38,12.3
70,1,0,0.0,0,232.8,95,66.0,15.17,12.9
44,1,0,0.35,0,204.6,117,56.5,10.26,10.7
58,1,1,3.02,1,240.4,80,81.2,5.95,11.2
135,1,0,0.42,1,201.8,81,58.2,11.25,10.3
94,1,0,0.0,1,207.0,109,50.0,8.37,2.6
154,1,0,0.0,3,191.4,93,50.0,10.27,10.2
46,1,0,0.0,2,257.4,67,66.0,13.06,13.4
94,1,0,0.0,4,181.8,85,49.0,10.12,9.2
117,1,1,1.84,1,198.1,86,67.4,8.85,6.8
52,1,1,2.21,0,169.3,88,70.1,11.3,8.2
103,0,0,0.38,3,62.8,124,29.8,8.52,9.4
189,1,0,0.25,3,227.8,124,56.5,8.48,5.6
90,1,1,3.08,1,94.8,89,65.8,10.96,11.4
112,1,0,0.0,0,166.0,79,35.0,3.73,6.3
183,1,0,0.0,0,108.3,87,35.0,9.18,13.5
174,1,0,0.22,2,139.4,96,38.2,7.17,10.0
159,1,0,0.0,1,87.7,103,39.0,13.91,10.5
157,1,0,0.39,3,168.6,71,50.9,10.26,5.9
215,1,0,0.31,0,83.6,148,28.1,6.05,10.7
151,1,0,0.0,0,194.8,106,58.0,14.64,5.5
21,1,1,2.57,6,135.9,90,72.7,13.55,9.5
73,1,0,0.31,0,240.3,130,58.1,8.13,11.9
124,1,1,2.4,1,161.2,109,69.0,10.21,8.9
50,1,0,0.0,1,131.7,108,41.0,10.83,11.0
159,0,0,0.44,1,257.1,53,75.4,15.61,8.8
123,1,0,0.0,3,260.9,85,59.0,8.43,13.3
65,1,0,0.29,4,129.1,137,44.9,11.43,12.7
78,1,0,0.0,0,149.7,119,41.0,9.11,9.7
113,1,0,0.0,2,150.1,120,43.0,10.01,11.0
156,1,0,0.0,3,174.3,95,46.0,9.33,12.9
152,1,0,0.22,2,101.2,122,32.2,7.08,7.5
176,1,0,0.32,1,201.9,101,51.2,7.74,9.0
145,1,0,0.0,0,241.7,137,53.0,6.79,13.1
63,1,1,2.32,1,30.9,113,45.2,9.35,8.6
107,0,0,0.0,2,273.5,104,63.0,9.19,11.0
138,1,0,0.18,1,230.1,107,59.8,10.6,13.2
101,1,0,0.25,3,217.7,118,59.5,11.59,0.0
85,1,0,0.0,0,235.8,109,54.0,7.86,12.0
131,0,0,0.34,3,122.3,83,34.4,5.94,13.7
138,1,0,0.43,2,170.5,87,44.3,5.91,11.2
69,1,0,0.29,2,194.2,122,56.9,12.11,9.7
94,1,0,0.15,0,139.4,95,39.5,7.96,7.7
136,0,1,2.43,2,85.2,98,59.3,11.52,9.0
113,1,1,2.35,5,157.8,83,64.5,8.08,8.7
152,1,0,0.0,1,317.8,60,68.0,7.65,10.4
87,1,0,0.0,3,177.2,72,52.0,12.45,8.6
139,1,1,2.24,2,231.0,85,81.4,11.12,8.3
102,1,0,0.33,1,271.1,80,64.3,8.6,10.3
209,1,0,0.0,3,227.2,128,61.0,12.92,8.9
120,0,0,0.0,2,202.0,123,51.0,9.22,7.4
115,1,0,0.0,7,139.3,89,41.0,9.62,9.3
83,1,1,3.19,1,78.5,109,63.9,10.53,11.8
138,1,0,0.0,3,251.0,119,51.0,4.56,13.8
62,0,1,3.56,0,218.4,93,93.6,11.84,13.2
166,1,0,0.29,1,204.2,115,52.9,9.0,9.5
24,1,0,0.23,0,243.0,91,59.3,9.2,15.3
64,1,1,2.3,1,118.4,100,56.0,7.21,8.5
33,1,1,4.05,0,186.8,124,94.5,13.05,15.0
31,1,0,0.0,0,177.3,129,44.0,7.64,5.1
112,1,1,3.0,4,213.0,121,86.0,11.31,11.1
45,1,0,0.0,1,207.6,71,49.0,7.64,12.4
84,1,0,0.0,1,146.8,133,40.0,8.59,9.9
125,1,0,0.39,2,131.8,97,38.9,6.84,7.7
132,1,0,0.31,1,191.9,107,54.1,10.35,12.6
83,1,1,2.84,0,107.9,90,59.4,7.02,10.5
105,1,1,2.92,3,274.7,99,93.2,9.68,10.8
182,1,0,0.0,2,279.1,124,63.0,9.03,9.5
193,1,1,3.16,0,71.2,58,54.6,6.24,11.7
105,1,0,0.26,2,147.7,103,47.6,11.14,12.8
95,0,1,1.11,0,220.2,109,65.1,9.27,4.1
91,1,0,0.0,2,123.8,107,49.0,15.95,7.3
131,1,1,2.46,0,69.1,122,45.6,5.07,9.1
79,1,0,0.31,1,268.3,114,65.1,9.28,6.3
62,1,0,0.0,1,248.7,109,61.0,11.0,13.2
56,1,0,0.0,1,226.0,112,60.0,12.43,6.9
86,1,0,0.0,3,124.1,82,39.0,10.13,6.7
177,1,0,0.0,1,227.8,81,53.0,8.09,8.0
224,1,0,0.21,3,111.4,133,36.1,8.75,5.5
97,1,0,0.0,2,239.8,125,60.0,10.74,8.7
72,1,0,0.0,0,166.5,102,51.0,13.05,13.3
101,1,0,0.0,1,220.3,124,54.0,9.43,10.6
128,1,0,0.0,1,216.0,111,50.0,7.69,12.7
129,1,0,0.23,1,137.8,120,45.3,11.29,10.2
183,1,1,2.35,2,86.5,119,62.5,14.26,8.7
163,1,1,3.35,2,215.1,91,82.5,6.95,12.4
90,1,0,0.0,3,179.1,71,47.0,9.53,10.6
132,1,0,0.0,1,291.2,104,70.0,11.71,8.9
114,1,0,0.0,2,187.8,109,46.0,7.73,10.1
64,1,1,2.03,1,291.1,150,89.3,11.34,7.5
4,0,0,0.0,0,145.3,89,51.0,15.19,8.9
123,1,0,0.0,0,154.3,107,42.0,9.15,10.9
43,1,0,0.26,2,159.5,99,40.6,5.99,6.8
83,1,0,0.0,0,117.9,101,34.0,8.02,11.4
101,1,1,2.73,0,121.1,116,64.3,9.32,10.1
139,1,0,0.0,3,196.0,135,50.0,9.3,9.8
59,1,0,0.0,2,107.8,113,37.0,10.83,9.9
141,1,0,0.0,0,192.4,111,47.0,7.85,11.0
142,0,1,2.65,0,191.1,109,72.5,7.48,9.8
128,1,0,0.0,1,237.9,125,62.0,12.38,13.9
88,1,0,0.0,5,131.5,99,38.0,8.74,7.9
157,1,0,0.0,4,220.7,105,48.0,5.97,11.5
43,1,0,0.0,4,177.2,93,43.0,7.13,12.7
131,1,1,3.62,1,156.6,134,69.2,3.55,13.4
65,1,1,2.65,0,224.2,106,81.5,9.48,9.8
56,1,0,0.0,1,121.6,84,35.0,8.27,8.9
66,1,0,0.0,1,167.3,91,48.0,11.5,10.6
129,0,0,0.39,1,192.9,131,52.9,9.28,10.9
88,1,0,0.26,3,144.3,116,40.6,7.82,7.8
131,1,1,1.81,1,174.0,118,66.1,10.27,6.7
60,1,0,0.35,3,125.1,99,46.5,12.44,11.2
125,1,1,2.78,0,268.4,112,92.8,11.11,10.3
71,1,0,0.23,4,258.4,132,57.3,6.34,9.7
74,1,1,3.54,2,194.6,84,79.4,6.0,13.1
98,1,0,0.0,0,288.1,101,61.0,6.9,0.0
152,1,1,3.59,5,239.1,105,94.9,10.46,13.3
63,1,0,0.0,1,58.9,125,25.0,8.48,9.4
135,1,0,0.0,1,190.9,44,47.0,8.07,8.4
71,1,0,0.0,2,141.2,132,37.0,7.46,7.0
28,1,0,0.0,6,121.7,48,32.0,6.29,8.3
99,1,1,2.86,2,179.1,93,79.6,11.92,10.6
76,1,0,0.21,1,165.7,94,53.1,12.87,10.0
60,1,0,0.0,2,252.7,97,62.0,11.06,12.4
106,1,0,0.25,2,165.3,118,48.5,10.5,8.5
92,0,0,0.0,0,264.3,91,59.0,8.05,9.3
82,1,0,0.17,1,143.9,61,43.7,9.75,11.1
169,1,0,0.0,2,179.2,111,46.0,8.76,9.9
132,1,0,0.0,4,197.8,66,46.0,6.7,10.9
156,1,0,0.33,1,178.8,94,49.3,8.92,7.5
86,1,0,0.42,3,190.5,115,52.2,8.98,10.1
160,1,0,0.38,3,85.8,77,32.8,8.27,9.2
52,1,0,0.0,0,165.5,78,46.0,10.28,12.2
109,1,0,0.0,1,264.7,69,71.0,15.25,9.5
158,1,0,0.14,0,205.2,97,57.4,12.03,14.4
80,1,0,0.0,2,268.7,120,72.0,15.05,5.8
74,1,0,0.0,3,314.1,86,73.0,11.12,12.3
84,1,1,3.05,0,214.3,112,83.5,9.41,11.3
77,1,0,0.0,3,185.9,95,50.0,10.6,11.3
124,1,0,0.21,0,167.4,119,51.1,11.66,10.3
113,1,0,0.0,0,81.3,116,33.0,11.03,8.9
68,0,1,3.65,1,195.5,113,84.5,8.58,13.5
141,1,0,0.0,0,185.1,126,52.0,11.65,9.1
148,1,0,0.29,2,243.0,115,60.9,9.59,13.4
111,1,1,3.02,3,166.2,54,79.2,11.94,11.2
67,1,1,2.59,1,104.9,65,62.9,10.82,9.6
75,0,0,0.0,4,211.3,61,45.0,5.28,9.7
29,1,0,0.0,2,313.2,103,72.0,10.82,12.8
46,1,0,0.21,3,199.2,111,51.1,8.76,10.2
91,1,1,2.46,1,216.6,101,76.6,8.66,9.1
98,1,0,0.0,1,169.9,77,41.0,6.92,8.5
108,1,1,2.57,2,169.8,136,69.7,8.69,9.5
167,1,0,0.0,1,166.4,85,49.0,12.16,9.9
81,1,1,2.62,0,210.4,100,81.2,11.28,9.7
90,1,1,3.0,2,185.6,106,81.0,10.99,11.1
77,1,0,0.0,5,62.4,89,26.0,8.5,5.7
69,1,0,0.29,3,195.3,70,54.9,10.84,12.5
66,1,1,2.4,1,174.7,92,74.0,11.61,8.9
130,1,0,0.0,0,68.4,86,29.0,9.67,10.4
65,1,0,0.28,2,192.0,89,47.8,6.98,5.5
65,1,0,0.0,3,211.3,120,50.0,8.13,13.2
147,0,0,0.0,0,157.0,79,36.0,5.16,7.1
177,0,0,0.0,1,248.7,118,57.0,8.62,11.3
120,1,1,1.86,1,215.8,123,79.6,14.26,6.9
132,1,0,0.0,1,206.2,100,53.0,10.56,10.2
102,1,0,0.0,0,174.5,79,50.0,11.84,8.5
167,1,0,0.0,0,207.6,88,47.0,6.62,14.1
121,1,0,0.0,2,168.9,128,40.0,6.2,2.9
89,1,0,0.0,1,137.9,96,40.0,9.63,11.0
90,1,0,0.0,0,109.9,102,38.0,11.04,10.9
92,1,0,0.0,1,265.6,82,61.0,9.04,8.6
97,1,0,0.0,3,218.0,86,53.0,9.2,6.4
1,1,0,0.0,1,175.2,74,43.0,7.59,5.3
35,1,0,0.0,5,138.1,115,37.0,7.91,10.3
123,1,0,0.0,2,114.8,94,33.0,7.5,9.6
110,1,0,0.3,1,222.7,94,50.0,5.29,13.5
133,1,0,0.0,0,245.8,102,65.0,13.24,11.2
57,1,0,0.0,0,221.1,101,58.0,11.84,9.5
68,1,0,0.0,2,207.6,68,57.0,12.58,10.9
123,1,0,0.24,0,204.4,88,49.4,6.88,10.0
123,1,1,0.78,0,146.6,87,42.8,5.74,2.9
92,1,0,0.0,1,197.0,84,57.0,13.47,10.8
99,1,0,0.0,2,128.8,86,40.0,10.2,14.1
102,1,0,0.0,1,103.1,70,41.0,13.75,11.2
105,1,0,0.0,1,251.6,88,58.0,8.76,5.4
93,1,0,0.0,3,190.7,114,51.0,10.91,8.1
70,1,0,0.0,1,230.3,110,46.0,3.9,13.2
81,1,0,0.0,1,154.5,84,45.0,10.81,13.7
92,1,0,0.29,1,212.4,105,58.9,11.23,9.0
110,1,0,0.34,1,192.6,102,51.4,8.95,9.4
74,1,0,0.32,2,298.1,112,71.2,10.07,9.7
99,1,0,0.0,1,254.4,120,57.0,7.97,6.0
191,1,0,0.0,1,162.0,104,49.0,12.06,10.9
120,1,0,0.26,1,192.6,123,53.6,10.32,10.8
93,1,1,1.84,2,138.1,91,56.4,8.37,6.8
120,1,1,2.84,0,200.3,68,81.4,11.02,10.5
136,1,0,0.0,0,102.1,75,37.0,10.98,9.8
41,1,0,0.21,3,202.9,97,50.1,7.69,9.0
80,1,0,0.0,0,194.8,116,51.0,10.5,12.8
130,1,0,0.24,0,212.8,102,55.4,9.49,10.6
54,1,0,0.0,1,210.5,102,54.0,10.23,8.5
124,1,0,0.0,3,157.4,107,42.0,8.39,8.8
92,1,1,3.43,2,184.0,99,72.3,3.82,12.7
83,1,0,0.0,2,134.8,96,38.0,8.36,7.7
40,1,0,0.28,0,242.5,82,64.8,11.65,9.6
84,1,0,0.0,1,75.3,96,29.0,9.0,12.3
98,0,0,0.0,1,12.5,67,24.0,12.83,7.7
88,0,1,3.51,1,288.5,114,102.1,10.17,13.0
128,1,1,4.32,1,142.3,73,84.2,9.74,16.0
93,1,0,0.0,0,114.3,100,39.0,11.06,10.9
86,1,0,0.0,1,141.3,72,38.0,7.72,8.2
116,1,1,3.0,0,230.6,94,89.0,11.21,11.1
164,1,0,0.27,1,160.6,111,44.7,8.16,9.0
125,1,0,0.0,0,163.8,73,50.0,12.78,15.7
125,1,0,0.0,1,229.3,103,55.0,8.87,12.0
139,1,0,0.0,1,221.3,140,52.0,7.89,11.3
78,1,1,3.56,0,197.4,73,94.6,14.79,13.2
44,1,0,0.33,2,228.1,121,66.3,13.83,9.9
29,1,0,0.0,1,195.6,71,44.0,6.32,14.2
51,1,0,0.0,0,214.8,94,50.0,7.49,10.2
105,1,0,0.0,4,162.3,99,46.0,10.63,11.1
144,1,1,1.0,0,105.0,86,39.0,6.09,3.7
136,0,0,0.0,3,199.6,89,52.0,10.57,11.0
64,1,0,0.43,2,168.0,116,49.3,9.62,10.1
93,1,0,0.0,3,267.9,114,65.0,11.15,11.3
41,1,1,4.64,2,194.4,63,101.4,12.75,17.2
88,1,0,0.31,1,181.5,116,50.1,9.35,10.5
75,1,1,1.13,3,117.5,102,49.3,10.34,4.2
100,1,0,0.32,0,278.0,76,66.2,8.84,8.3
63,1,1,3.29,1,190.0,137,75.9,5.83,12.2
129,1,0,0.0,3,207.0,91,49.0,7.75,13.4
72,1,0,0.0,1,138.9,111,42.0,10.58,10.8
130,1,0,0.0,1,176.3,140,48.0,10.05,11.3
43,1,0,0.0,0,135.8,125,37.0,8.16,12.6
107,1,0,0.0,3,146.9,94,35.0,5.72,11.4
49,1,0,0.0,2,266.3,90,63.0,10.39,14.0
81,0,0,0.0,1,250.6,85,59.0,9.4,7.8
162,1,1,3.32,0,184.5,139,80.2,9.16,12.3
70,1,0,0.0,1,152.8,145,42.0,9.18,10.5
51,1,0,0.0,0,227.2,89,56.0,9.72,14.9
119,0,1,2.35,5,160.0,95,69.5,10.48,8.7
54,1,1,3.05,2,112.0,90,67.5,10.4,11.3
128,0,1,2.54,2,223.5,81,80.4,9.44,9.4
133,1,0,0.0,2,187.0,65,44.0,7.07,10.0
105,1,0,0.0,2,119.3,82,37.0,9.26,10.9
137,1,0,0.0,3,242.1,118,58.0,9.55,14.7
131,1,0,0.0,1,109.5,95,47.0,16.61,6.6
63,1,0,0.0,0,149.3,104,49.0,13.68,9.1
130,1,0,0.0,2,211.2,119,56.0,11.56,6.3
79,1,0,0.0,0,177.9,83,45.0,8.37,15.2
81,1,1,3.08,0,130.1,117,69.8,9.8,11.4
210,1,0,0.28,2,104.6,121,33.8,7.48,6.5
51,1,0,0.0,1,259.9,114,60.0,8.81,15.3
94,1,0,0.0,1,163.5,136,41.0,7.19,12.6
68,1,0,0.41,3,131.6,89,39.1,6.85,10.2
145,1,0,0.0,2,187.9,110,49.0,9.85,4.8
89,0,0,0.0,1,125.6,108,40.0,10.65,5.4
75,1,0,0.0,0,305.1,106,68.0,9.4,8.5
84,1,1,3.46,1,153.9,102,73.6,7.04,12.8
78,1,0,0.17,1,109.5,105,44.7,14.31,4.9
107,1,1,3.21,1,201.8,79,93.1,15.25,11.9
89,1,0,0.0,1,326.3,112,70.0,8.26,7.5
61,0,1,3.16,3,128.2,119,68.6,8.59,11.7
102,1,0,0.0,1,195.7,116,52.0,10.46,8.3
139,1,1,3.48,2,96.2,112,66.8,8.95,12.9
83,1,0,0.0,1,132.4,120,33.0,6.08,8.6
112,1,0,0.0,1,81.6,94,37.0,13.41,8.6
69,0,1,2.21,1,271.5,98,90.1,12.67,8.2
1,1,1,2.7,1,146.6,68,67.0,8.64,10.0
73,1,0,0.0,1,182.3,115,48.0,9.96,18.0
44,1,0,0.34,4,308.6,139,69.4,7.54,7.3
145,0,1,3.0,1,175.3,107,73.0,7.67,11.1
165,1,0,0.13,1,156.0,88,51.3,13.81,9.3
37,1,0,0.0,3,271.7,112,60.0,7.76,6.6
148,1,1,2.94,1,77.6,141,60.4,10.35,10.9
13,1,1,3.48,1,265.3,94,92.8,7.38,12.9
141,1,0,0.32,1,83.2,74,34.2,9.53,10.7
79,1,0,0.0,1,147.0,72,40.0,8.29,8.4
172,1,1,2.38,1,274.9,102,86.8,9.33,8.8
93,1,0,0.31,0,151.4,89,45.1,9.32,10.9
61,1,1,2.32,0,288.7,101,90.2,10.19,8.6
87,1,1,1.92,2,240.8,102,67.2,3.8,7.1
110,1,0,0.0,3,185.1,100,46.0,8.26,6.3
101,1,1,2.21,2,118.9,112,62.1,11.42,8.2
96,1,1,2.3,1,150.0,91,63.0,7.97,8.5
119,1,1,3.13,1,132.0,100,69.3,8.67,11.6
35,1,0,0.0,2,179.2,59,55.0,14.17,5.8
60,1,0,0.0,1,220.6,57,56.0,10.56,6.8
99,1,0,0.28,1,145.6,102,47.8,11.55,11.4
97,1,0,0.0,3,211.0,76,52.0,9.45,4.7
116,1,0,0.0,0,160.7,69,40.0,7.34,8.2
105,1,0,0.38,1,213.4,100,57.8,10.25,9.5
19,1,1,3.05,1,156.6,97,76.5,11.21,11.3
119,1,0,0.39,1,176.8,90,53.9,11.24,7.5
97,0,0,0.28,0,143.7,117,50.8,13.65,10.9
225,1,0,0.3,0,165.4,106,55.0,13.69,8.7
76,1,0,0.0,0,173.2,93,41.0,6.56,5.4
76,1,1,2.19,1,214.6,110,75.9,10.26,8.1
50,1,1,2.3,3,252.9,112,82.0,8.9,8.5
138,0,0,0.0,0,196.2,129,49.0,8.83,15.2
90,1,0,0.0,2,179.2,77,49.0,10.54,9.2
143,1,0,0.0,2,194.3,99,44.0,6.18,10.2
159,1,0,0.29,5,198.8,107,53.9,9.78,16.5
145,1,0,0.0,2,129.4,97,38.0,9.27,1.1
127,0,0,0.26,2,180.9,114,51.6,10.48,7.4
118,1,0,0.0,1,136.1,120,41.0,10.21,11.3
89,1,0,0.29,1,178.7,81,53.9,11.69,9.1
37,1,0,0.0,3,191.4,116,47.0,8.37,14.0
38,1,1,3.62,2,142.4,106,87.2,15.69,13.4
86,1,0,0.0,1,92.8,92,30.0,7.98,8.8
107,1,1,3.0,0,60.0,102,49.0,5.11,11.1
118,1,0,0.0,0,140.4,112,40.0,9.36,7.9
103,1,0,0.0,0,198.5,112,38.0,2.13,12.4
31,1,0,0.0,1,165.4,84,46.0,10.19,8.2
130,1,0,0.0,2,242.5,101,50.0,5.14,9.3
98,1,0,0.38,5,227.1,116,52.8,6.03,4.7
77,1,0,0.0,5,239.2,114,54.0,7.5,10.3
149,1,0,0.0,3,217.7,91,61.0,13.68,9.6
66,1,0,0.24,1,87.6,76,40.4,13.1,9.2
70,1,0,0.27,0,7.9,100,15.7,6.82,12.1
144,1,0,0.0,1,201.1,99,60.0,15.18,13.2
93,1,0,0.0,4,164.5,95,48.0,11.55,9.9
65,1,0,0.0,2,158.8,53,44.0,9.43,9.8
86,1,0,0.0,3,136.4,104,41.0,10.13,11.5
84,1,0,0.0,0,191.0,88,60.0,15.94,6.5
102,1,0,0.0,2,102.6,89,39.0,12.3,9.1
93,1,0,0.29,1,328.1,106,71.9,7.59,8.7
79,1,0,0.0,1,152.2,112,41.0,8.86,5.3
115,0,0,0.0,1,345.3,81,76.0,10.17,11.8
120,1,0,0.0,1,158.0,110,44.0,9.85,10.0
115,0,0,0.0,1,249.9,95,64.0,12.13,15.3
152,1,0,0.0,1,206.3,98,60.0,14.64,10.6
83,1,1,3.59,0,95.9,87,74.9,13.08,13.3
129,1,1,4.43,1,192.8,103,92.3,8.85,16.4
201,1,1,4.08,1,192.0,97,93.8,11.96,15.1
55,1,0,0.4,0,285.7,124,73.0,11.55,14.8
86,1,1,3.43,2,261.2,122,97.3,10.71,12.7
42,1,0,0.0,0,155.4,127,41.0,8.21,9.0
124,1,0,0.0,1,131.8,82,47.0,14.22,11.3
156,1,0,0.0,0,174.5,65,47.0,9.87,10.6
92,1,1,2.62,0,134.0,112,67.2,10.3,9.7
88,1,0,0.0,2,274.6,105,61.0,8.06,9.2
124,1,0,0.0,1,169.3,108,44.0,8.93,12.2
115,1,0,0.0,1,286.4,125,67.0,10.29,6.9
78,0,0,0.0,1,236.8,141,63.0,13.27,9.5
118,1,0,0.0,0,154.8,71,48.0,12.2,12.8
40,1,0,0.0,4,169.7,115,41.0,7.07,10.5
105,1,1,2.3,0,193.5,85,75.0,11.01,8.5
117,1,0,0.26,2,214.4,94,51.6,6.9,9.9
93,1,0,0.0,0,179.5,121,47.0,9.6,12.0
118,1,0,0.0,2,253.2,122,61.0,10.05,9.7
67,1,0,0.31,2,129.0,78,41.1,9.4,11.2
106,1,1,2.19,1,83.6,131,53.9,10.2,8.1
166,1,0,0.0,3,199.6,93,53.0,10.72,7.2
101,1,0,0.0,3,269.7,85,64.0,10.38,4.5
48,1,1,3.56,1,141.1,109,79.6,11.24,13.2
99,0,1,2.27,0,126.8,94,69.7,14.68,8.4
103,1,1,3.11,0,149.9,84,72.1,8.55,11.5
93,1,0,0.0,3,266.0,120,57.0,6.51,13.1
160,1,0,0.18,1,166.8,109,50.8,11.8,9.3
146,1,0,0.0,1,206.3,151,48.0,7.43,6.1
68,1,0,0.0,3,148.8,70,47.0,12.33,12.1
146,1,0,0.0,0,189.3,77,46.0,7.8,7.4
129,1,0,0.41,2,159.1,100,49.1,10.13,11.5
76,1,0,0.0,0,272.7,97,67.0,11.82,7.7
74,1,0,0.22,0,102.7,89,33.2,7.47,11.0
94,1,0,0.22,0,137.5,118,43.2,10.16,13.4
65,1,0,0.0,1,116.8,87,36.0,8.95,14.1
56,1,0,0.25,0,221.9,112,64.5,13.91,7.1
108,1,0,0.0,0,198.5,99,57.0,13.39,9.4
165,1,1,2.57,3,167.4,113,69.7,8.64,9.5
83,1,0,0.0,3,231.3,100,58.0,10.52,12.4
87,0,1,3.11,1,221.6,79,83.1,7.86,11.5
171,1,0,0.25,0,189.8,122,50.5,8.69,10.3
104,1,0,0.0,0,263.4,101,65.0,11.78,13.0
78,1,0,0.0,0,208.9,119,57.0,12.62,12.8
117,1,0,0.41,2,144.6,115,51.1,12.94,7.4
127,1,0,0.0,1,182.3,124,46.0,8.5,9.3
129,1,0,0.0,4,186.0,127,54.0,13.12,11.5
74,1,0,0.0,1,165.3,120,45.0,9.93,9.8
111,1,0,0.0,5,123.1,88,40.0,10.7,12.0
119,1,0,0.0,1,231.5,82,63.0,13.35,7.4
101,1,0,0.0,1,93.8,127,29.0,7.5,10.7
150,1,0,0.0,1,169.2,123,48.0,10.84,12.6
47,1,1,3.56,2,112.8,150,75.6,12.2,13.2
64,1,1,2.05,1,200.4,80,66.5,6.56,7.6
28,1,0,0.0,3,168.2,87,43.0,8.09,10.1
147,1,1,3.73,5,254.2,78,100.3,11.41,13.8
85,1,0,0.0,1,126.1,112,45.0,13.74,9.8
60,1,0,0.0,2,180.3,67,49.0,10.4,12.8
100,1,0,0.0,2,142.5,87,41.0,9.79,7.8
65,1,0,0.0,1,213.4,111,57.0,11.73,2.7
113,1,0,0.0,4,215.5,129,56.0,10.94,6.6
84,1,0,0.0,0,169.5,96,43.0,7.88,10.6
137,1,0,0.0,1,215.9,76,50.0,7.27,12.1
102,1,0,0.0,2,273.2,85,65.0,10.56,13.1
89,1,0,0.0,1,82.3,77,29.0,8.36,7.2
71,1,0,0.0,3,197.9,108,50.0,9.08,6.7
101,1,1,2.38,1,123.7,125,59.8,8.63,8.8
116,1,1,2.89,1,232.9,90,81.9,7.61,10.7
64,1,1,2.43,3,228.6,88,84.3,12.43,9.0
158,1,0,0.0,1,202.0,126,49.0,8.18,10.4
115,1,0,0.0,2,99.7,107,30.0,7.26,14.1
122,1,0,0.39,1,170.5,94,47.9,8.69,11.3
146,1,1,2.11,1,202.5,91,76.1,12.07,7.8
93,1,0,0.23,2,176.1,103,49.3,9.99,8.5
136,1,1,1.86,1,205.5,86,79.6,14.93,6.9
61,0,0,0.0,2,78.2,103,30.0,9.8,10.1
62,1,0,0.0,2,182.3,101,59.0,16.41,11.2
149,1,0,0.0,4,119.2,88,35.0,8.42,12.2
54,1,1,3.13,2,92.3,88,64.3,9.66,11.6
121,0,0,0.0,3,167.7,94,37.0,4.69,13.4
89,0,1,3.0,0,112.6,114,72.0,13.09,11.1
127,1,0,0.33,2,221.0,100,55.3,8.04,6.8
34,1,1,2.89,2,151.5,100,75.9,12.44,10.7
96,1,0,0.0,2,98.2,100,43.0,15.36,7.6
111,1,0,0.0,0,224.9,117,55.0,9.6,10.3
29,1,0,0.0,2,196.8,81,48.0,8.4,12.7
98,1,0,0.0,4,271.4,119,63.0,9.52,11.1
77,1,0,0.0,1,221.8,84,52.0,8.3,13.2
111,1,0,0.0,0,284.4,89,62.0,7.85,8.4
64,0,0,0.18,2,236.2,77,60.8,10.93,13.2
55,1,1,3.38,2,189.3,95,76.8,5.93,12.5
51,1,1,2.24,0,276.7,121,87.4,10.19,8.3
153,1,0,0.0,1,195.4,107,47.0,7.73,11.6
